measure,location,sex,cause,rei,val
Deaths,Tropical Latin America,Both,Cardiovascular diseases,Air pollution,28585
Deaths,World Bank Low Income,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,28586
DALYs,Eastern Europe,Female,HIV/AIDS,Intimate partner violence,28609
DALYs,Eastern Europe,Both,HIV/AIDS,Intimate partner violence,28609
Deaths,Western Sub-Saharan Africa,Female,Diabetes and kidney diseases,High fasting plasma glucose,28619
Deaths,Southern Sub-Saharan Africa,Both,Cardiovascular diseases,High body-mass index,28637
DALYs,Andean Latin America,Male,Diabetes and kidney diseases,Tobacco,28641
Deaths,Eastern Europe,Both,Diabetes and kidney diseases,High fasting plasma glucose,28645
DALYs,North Africa and Middle East,Female,HIV/AIDS,Intimate partner violence,28676
DALYs,North Africa and Middle East,Both,HIV/AIDS,Intimate partner violence,28676
Deaths,World Bank Lower Middle Income,Female,Chronic respiratory diseases,High body-mass index,28691
DALYs,North Africa and Middle East,Female,Digestive diseases,High body-mass index,28725
DALYs,Andean Latin America,Both,Neurological disorders,Alcohol use,28767
Deaths,Eastern Europe,Both,Cancer,High body-mass index,28777
DALYs,Southern Sub-Saharan Africa,Male,Neurological disorders,Alcohol use,28780
Deaths,East Asia,Both,HIV/AIDS,Unsafe sex,28801
Deaths,South Asia,Male,Substance use disorders,Alcohol use,28826
DALYs,Caribbean,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",28891
Deaths,South Asia,Male,Unintentional injuries,Low bone mineral density,28895
DALYs,Southern Latin America,Both,Enteric infections,Child and maternal malnutrition,28922
Deaths,High-income Asia Pacific,Both,Respiratory infections and tuberculosis,Tobacco,28935
DALYs,Eastern Europe,Female,Neurological disorders,Alcohol use,28945
DALYs,North Africa and Middle East,Both,Interpersonal violence,Alcohol use,28948
Deaths,Western Europe,Both,Unintentional injuries,Low bone mineral density,28978
Deaths,Eastern Europe,Male,Cancer,Alcohol use,28987
DALYs,Greece,Female,Musculoskeletal disorders,Tobacco,29039
DALYs,High-income North America,Both,HIV/AIDS,Drug use,29053
Deaths,Global,Female,Transport injuries,Low bone mineral density,29065
Deaths,South Asia,Male,Unintentional injuries,Occupational risks,29112
DALYs,High-income Asia Pacific,Female,Transport injuries,Occupational risks,29123
Deaths,Southern Sub-Saharan Africa,Male,Cardiovascular diseases,High systolic blood pressure,29125
Deaths,United Kingdom,Both,Cardiovascular diseases,High body-mass index,29127
Deaths,Global,Female,Substance use disorders,Alcohol use,29187
Deaths,Central Europe,Female,Cardiovascular diseases,Low physical activity,29191
Deaths,World Bank Low Income,Both,Diabetes and kidney diseases,High body-mass index,29201
Deaths,North Africa and Middle East,Both,Enteric infections,"Unsafe water, sanitation, and handwashing",29209
Deaths,World Bank Lower Middle Income,Both,Transport injuries,Low bone mineral density,29214
Deaths,East Asia,Both,Digestive diseases,Drug use,29265
Deaths,East Asia,Both,Transport injuries,Alcohol use,29300
DALYs,Greece,Male,Diabetes and kidney diseases,Impaired kidney function,29325
DALYs,Central Asia,Female,Chronic respiratory diseases,Occupational risks,29334
DALYs,High-income Asia Pacific,Male,Digestive diseases,Tobacco,29339
Deaths,World Bank High Income,Both,Cancer,Drug use,29352
DALYs,World Bank Low Income,Female,Cancer,Occupational risks,29365
Deaths,South Asia,Both,Cancer,High body-mass index,29375
DALYs,Central Sub-Saharan Africa,Female,Chronic respiratory diseases,High body-mass index,29381
Deaths,Central Latin America,Male,Diabetes and kidney diseases,High systolic blood pressure,29406
DALYs,Western Europe,Female,Sexually transmitted infections excluding HIV,Unsafe sex,29424
DALYs,Central Latin America,Female,Neurological disorders,Tobacco,29456
Deaths,Southeast Asia,Both,Diabetes and kidney diseases,Tobacco,29472
DALYs,Central Latin America,Both,Digestive diseases,Tobacco,29472
Deaths,Central Latin America,Male,Cardiovascular diseases,Tobacco,29561
DALYs,Southern Latin America,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",29565
Deaths,World Bank Lower Middle Income,Female,Diabetes and kidney diseases,Tobacco,29599
DALYs,Central Latin America,Female,Transport injuries,Occupational risks,29646
Deaths,High-income Asia Pacific,Both,Cardiovascular diseases,Impaired kidney function,29649
DALYs,Western Sub-Saharan Africa,Male,Sexually transmitted infections excluding HIV,Unsafe sex,29667
DALYs,Southern Sub-Saharan Africa,Male,Other infectious diseases,Child and maternal malnutrition,29669
DALYs,East Asia,Female,Sense organ diseases,High body-mass index,29672
DALYs,United Kingdom,Both,Transport injuries,Alcohol use,29688
DALYs,Australasia,Both,Cardiovascular diseases,Other environmental risks,29739
DALYs,High-income North America,Female,Transport injuries,Occupational risks,29743
Deaths,Tropical Latin America,Both,Cardiovascular diseases,Low physical activity,29754
Deaths,Eastern Sub-Saharan Africa,Female,Nutritional deficiencies,Child and maternal malnutrition,29790
DALYs,Greece,Both,Chronic respiratory diseases,Air pollution,29823
DALYs,Caribbean,Male,Digestive diseases,Drug use,29826
Deaths,High-income North America,Male,Diabetes and kidney diseases,High systolic blood pressure,29921
DALYs,Southeast Asia,Female,Diabetes and kidney diseases,Other environmental risks,29929
DALYs,United Kingdom,Both,Neurological disorders,Alcohol use,29944
Deaths,Southern Latin America,Both,Cardiovascular diseases,High body-mass index,29980
DALYs,Western Sub-Saharan Africa,Female,Neurological disorders,High body-mass index,29988
DALYs,Andean Latin America,Both,Neurological disorders,High body-mass index,30004
Deaths,Central Sub-Saharan Africa,Female,Cardiovascular diseases,Dietary risks,30021
DALYs,Central Sub-Saharan Africa,Both,Musculoskeletal disorders,High body-mass index,30024
DALYs,Southern Sub-Saharan Africa,Male,Sense organ diseases,Occupational risks,30042
DALYs,Eastern Sub-Saharan Africa,Both,Self-harm,Drug use,30047
DALYs,Andean Latin America,Female,Substance use disorders,Alcohol use,30090
DALYs,World Bank High Income,Female,Sense organ diseases,Tobacco,30098
Deaths,East Asia,Female,Cancer,High fasting plasma glucose,30108
DALYs,Tropical Latin America,Male,Chronic respiratory diseases,High body-mass index,30112
DALYs,Southeast Asia,Female,Neurological disorders,Alcohol use,30123
Deaths,Andean Latin America,Both,Cardiovascular diseases,High systolic blood pressure,30131
DALYs,Southeast Asia,Male,Unintentional injuries,Tobacco,30145
DALYs,Caribbean,Both,Sense organ diseases,Occupational risks,30172
DALYs,Caribbean,Both,Cancer,Air pollution,30173
DALYs,High-income North America,Both,Musculoskeletal disorders,Impaired kidney function,30202
DALYs,High-income North America,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",30212
DALYs,Eastern Europe,Male,Chronic respiratory diseases,High body-mass index,30222
Deaths,High-income North America,Female,Diabetes and kidney diseases,High systolic blood pressure,30227
Deaths,North Africa and Middle East,Male,Diabetes and kidney diseases,High body-mass index,30238
DALYs,Oceania,Female,Maternal disorders,Child and maternal malnutrition,30244
DALYs,Oceania,Both,Maternal disorders,Child and maternal malnutrition,30244
Deaths,Central Sub-Saharan Africa,Male,Cardiovascular diseases,Dietary risks,30247
DALYs,Greece,Female,Chronic respiratory diseases,Tobacco,30258
DALYs,High-income North America,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,30273
Deaths,World Bank Lower Middle Income,Both,Unintentional injuries,Alcohol use,30276
Deaths,World Bank Lower Middle Income,Male,Cancer,High body-mass index,30279
DALYs,Eastern Sub-Saharan Africa,Both,Neurological disorders,High body-mass index,30294
DALYs,Oceania,Male,HIV/AIDS,Unsafe sex,30327
DALYs,World Bank High Income,Female,HIV/AIDS,Intimate partner violence,30372
DALYs,World Bank High Income,Both,HIV/AIDS,Intimate partner violence,30372
Deaths,East Asia,Male,Respiratory infections and tuberculosis,Alcohol use,30377
Deaths,World Bank Low Income,Male,Cardiovascular diseases,Other environmental risks,30400
Deaths,Central Sub-Saharan Africa,Female,Neonatal disorders,Child and maternal malnutrition,30406
DALYs,Australasia,Female,Diabetes and kidney diseases,Dietary risks,30478
Deaths,World Bank High Income,Female,Substance use disorders,Drug use,30503
Deaths,East Asia,Female,Unintentional injuries,Low bone mineral density,30507
DALYs,United Kingdom,Female,Unintentional injuries,Alcohol use,30511
DALYs,Australasia,Male,Unintentional injuries,Occupational risks,30515
DALYs,Caribbean,Male,Respiratory infections and tuberculosis,Alcohol use,30544
Deaths,South Asia,Male,Cancer,Air pollution,30583
DALYs,Southern Latin America,Both,Chronic respiratory diseases,High body-mass index,30606
DALYs,Western Europe,Female,Transport injuries,Occupational risks,30608
Deaths,Caribbean,Male,Cardiovascular diseases,High systolic blood pressure,30615
DALYs,South Asia,Female,Neurological disorders,Alcohol use,30627
Deaths,World Bank Lower Middle Income,Female,Respiratory infections and tuberculosis,High fasting plasma glucose,30647
Deaths,High-income North America,Both,Neurological disorders,High fasting plasma glucose,30652
Deaths,Southeast Asia,Male,Cancer,Dietary risks,30656
Deaths,World Bank Upper Middle Income,Female,Digestive diseases,Alcohol use,30689
Deaths,Eastern Sub-Saharan Africa,Both,Cardiovascular diseases,Tobacco,30721
DALYs,North Africa and Middle East,Female,Sense organ diseases,High fasting plasma glucose,30750
DALYs,Australasia,Female,Cancer,Dietary risks,30781
DALYs,Southeast Asia,Female,Transport injuries,Alcohol use,30801
Deaths,Central Europe,Female,Cardiovascular diseases,Impaired kidney function,30807
Deaths,South Asia,Both,Digestive diseases,Drug use,30830
Deaths,Global,Male,Chronic respiratory diseases,High body-mass index,30835
DALYs,High-income North America,Male,Substance use disorders,Childhood maltreatment,30854
Deaths,Andean Latin America,Both,Cardiovascular diseases,Dietary risks,30859
Deaths,Central Asia,Both,Cardiovascular diseases,Impaired kidney function,30862
DALYs,North Africa and Middle East,Male,Sense organ diseases,Tobacco,30892
Deaths,Western Europe,Female,Cancer,High fasting plasma glucose,30910
Deaths,South Asia,Both,Substance use disorders,Alcohol use,30920
Deaths,High-income North America,Male,Cancer,Dietary risks,30926
DALYs,Central Sub-Saharan Africa,Both,Unintentional injuries,Low bone mineral density,30926
DALYs,Central Sub-Saharan Africa,Both,HIV/AIDS,Drug use,30982
DALYs,Western Sub-Saharan Africa,Male,Self-harm,Drug use,30995
DALYs,World Bank Low Income,Female,Diabetes and kidney diseases,Other environmental risks,31047
DALYs,Central Europe,Male,Cancer,Drug use,31062
DALYs,Eastern Europe,Female,Cancer,Air pollution,31071
DALYs,Oceania,Both,Chronic respiratory diseases,High body-mass index,31095
Deaths,South Asia,Both,Unintentional injuries,Occupational risks,31144
DALYs,Andean Latin America,Male,Musculoskeletal disorders,Tobacco,31159
Deaths,World Bank High Income,Female,Cancer,Occupational risks,31171
DALYs,Tropical Latin America,Female,Respiratory infections and tuberculosis,Alcohol use,31202
Deaths,World Bank Upper Middle Income,Both,Transport injuries,Low bone mineral density,31216
Deaths,Tropical Latin America,Both,Chronic respiratory diseases,Tobacco,31223
DALYs,Tropical Latin America,Female,Cancer,Air pollution,31228
Deaths,Southeast Asia,Female,Diabetes and kidney diseases,Dietary risks,31232
Deaths,Western Europe,Female,Cancer,High body-mass index,31239
Deaths,East Asia,Female,Respiratory infections and tuberculosis,Air pollution,31244
Deaths,High-income Asia Pacific,Both,Cardiovascular diseases,High body-mass index,31282
Deaths,Southern Latin America,Female,Cardiovascular diseases,Dietary risks,31289
DALYs,Southern Sub-Saharan Africa,Both,Self-harm,Drug use,31306
Deaths,Western Sub-Saharan Africa,Both,Cardiovascular diseases,Impaired kidney function,31339
DALYs,Caribbean,Female,Chronic respiratory diseases,Air pollution,31356
Deaths,North Africa and Middle East,Female,Cardiovascular diseases,Other environmental risks,31379
DALYs,Caribbean,Both,Neurological disorders,High body-mass index,31437
DALYs,World Bank High Income,Male,Sense organ diseases,High fasting plasma glucose,31441
Deaths,Southern Latin America,Male,Cardiovascular diseases,High systolic blood pressure,31443
Deaths,World Bank Low Income,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",31448
Deaths,Southeast Asia,Male,Diabetes and kidney diseases,Dietary risks,31451
DALYs,Southern Sub-Saharan Africa,Male,Cancer,High fasting plasma glucose,31473
DALYs,North Africa and Middle East,Female,Cancer,Low physical activity,31485
DALYs,Oceania,Male,Cancer,Tobacco,31500
Deaths,North Africa and Middle East,Both,Chronic respiratory diseases,Air pollution,31501
DALYs,Tropical Latin America,Male,Diabetes and kidney diseases,Low physical activity,31515
DALYs,Greece,Both,Diabetes and kidney diseases,High systolic blood pressure,31523
Deaths,Western Europe,Female,Cancer,Dietary risks,31529
DALYs,South Asia,Female,Digestive diseases,Tobacco,31546
Deaths,East Asia,Both,Respiratory infections and tuberculosis,Alcohol use,31550
DALYs,Andean Latin America,Both,Mental disorders,Childhood maltreatment,31567
DALYs,Eastern Sub-Saharan Africa,Female,Cancer,Air pollution,31574
DALYs,Southern Latin America,Female,Mental disorders,Childhood maltreatment,31649
Deaths,Eastern Europe,Male,Substance use disorders,Alcohol use,31651
Deaths,Eastern Sub-Saharan Africa,Female,Diabetes and kidney diseases,High fasting plasma glucose,31666
DALYs,Oceania,Female,Cardiovascular diseases,Impaired kidney function,31671
Deaths,Central Sub-Saharan Africa,Both,Enteric infections,Child and maternal malnutrition,31713
DALYs,Caribbean,Female,Diabetes and kidney diseases,Tobacco,31717
DALYs,South Asia,Male,Cancer,Low physical activity,31725
DALYs,Western Europe,Female,Respiratory infections and tuberculosis,Alcohol use,31769
Deaths,High-income North America,Male,Cancer,High body-mass index,31771
DALYs,Oceania,Female,Diabetes and kidney diseases,Air pollution,31787
DALYs,Southern Sub-Saharan Africa,Both,Transport injuries,Low bone mineral density,31803
Deaths,Western Sub-Saharan Africa,Both,Other infectious diseases,Child and maternal malnutrition,31815
Deaths,Central Europe,Both,Cancer,Alcohol use,31820
DALYs,Central Latin America,Both,Substance use disorders,Childhood maltreatment,31823
Deaths,World Bank Lower Middle Income,Male,Cancer,Occupational risks,31858
DALYs,Central Sub-Saharan Africa,Both,Transport injuries,Low bone mineral density,31859
DALYs,South Asia,Both,Musculoskeletal disorders,Impaired kidney function,31870
Deaths,Southern Latin America,Female,Cardiovascular diseases,High systolic blood pressure,31875
DALYs,World Bank Low Income,Both,Cancer,Low physical activity,31921
Deaths,South Asia,Both,Cancer,High fasting plasma glucose,31936
DALYs,Eastern Sub-Saharan Africa,Both,Diabetes and kidney diseases,Other environmental risks,31996
DALYs,Greece,Female,Diabetes and kidney diseases,High body-mass index,32004
Deaths,World Bank High Income,Male,Cancer,Air pollution,32034
DALYs,World Bank Upper Middle Income,Female,Interpersonal violence,Low bone mineral density,32041
Deaths,South Asia,Both,Nutritional deficiencies,Child and maternal malnutrition,32048
DALYs,Oceania,Female,Cancer,Unsafe sex,32058
DALYs,Oceania,Both,Cancer,Unsafe sex,32058
DALYs,High-income Asia Pacific,Both,Neurological disorders,Alcohol use,32062
Deaths,Western Europe,Female,Cardiovascular diseases,Air pollution,32088
Deaths,World Bank Low Income,Female,Diabetes and kidney diseases,Impaired kidney function,32106
Deaths,World Bank Low Income,Female,Cardiovascular diseases,Impaired kidney function,32134
DALYs,Western Sub-Saharan Africa,Female,Unintentional injuries,Alcohol use,32143
DALYs,Australasia,Both,Chronic respiratory diseases,Occupational risks,32163
Deaths,East Asia,Both,Cancer,Other environmental risks,32175
DALYs,Central Europe,Male,Interpersonal violence,Alcohol use,32220
Deaths,World Bank Lower Middle Income,Female,Neurological disorders,High fasting plasma glucose,32229
DALYs,World Bank Upper Middle Income,Male,Musculoskeletal disorders,Impaired kidney function,32234
Deaths,Western Sub-Saharan Africa,Female,Cardiovascular diseases,High LDL cholesterol,32251
DALYs,Central Sub-Saharan Africa,Male,Cancer,Air pollution,32251
DALYs,Central Sub-Saharan Africa,Female,Chronic respiratory diseases,Occupational risks,32260
DALYs,World Bank Upper Middle Income,Male,Interpersonal violence,Low bone mineral density,32288
Deaths,Eastern Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",32293
DALYs,Central Sub-Saharan Africa,Female,Cancer,Dietary risks,32295
Deaths,Central Latin America,Both,Cardiovascular diseases,Air pollution,32339
Deaths,Central Sub-Saharan Africa,Both,Cardiovascular diseases,High fasting plasma glucose,32398
DALYs,Central Europe,Female,Sense organ diseases,Occupational risks,32411
DALYs,Eastern Sub-Saharan Africa,Both,Other non-communicable diseases,Child and maternal malnutrition,32422
Deaths,World Bank Low Income,Female,Chronic respiratory diseases,Air pollution,32424
DALYs,South Asia,Female,Unintentional injuries,Tobacco,32426
DALYs,Andean Latin America,Male,Cardiovascular diseases,Alcohol use,32442
Deaths,World Bank High Income,Female,Cancer,Unsafe sex,32443
Deaths,World Bank High Income,Both,Cancer,Unsafe sex,32443
DALYs,Oceania,Male,Self-harm,Alcohol use,32465
Deaths,Western Sub-Saharan Africa,Male,Diabetes and kidney diseases,High fasting plasma glucose,32484
Deaths,World Bank Low Income,Male,Cancer,Tobacco,32513
DALYs,North Africa and Middle East,Female,Neurological disorders,Tobacco,32531
DALYs,Andean Latin America,Female,Cancer,Alcohol use,32542
DALYs,Southern Sub-Saharan Africa,Both,Neurological disorders,High body-mass index,32559
DALYs,High-income North America,Female,Unintentional injuries,Tobacco,32562
DALYs,Tropical Latin America,Female,Neurological disorders,Alcohol use,32589
DALYs,Central Sub-Saharan Africa,Female,Diabetes and kidney diseases,Tobacco,32606
DALYs,Central Asia,Male,Cancer,Occupational risks,32641
DALYs,Andean Latin America,Female,Cancer,Tobacco,32662
Deaths,High-income North America,Both,Diabetes and kidney diseases,Dietary risks,32721
DALYs,Andean Latin America,Female,Musculoskeletal disorders,High body-mass index,32730
Deaths,World Bank Upper Middle Income,Male,Cancer,Other environmental risks,32742
Deaths,Central Latin America,Both,Diabetes and kidney diseases,Dietary risks,32743
DALYs,Australasia,Both,Chronic respiratory diseases,High body-mass index,32759
DALYs,Eastern Sub-Saharan Africa,Female,Mental disorders,Other environmental risks,32767
Deaths,East Asia,Both,Neurological disorders,High fasting plasma glucose,32773
DALYs,United Kingdom,Both,Sense organ diseases,Occupational risks,32783
DALYs,High-income North America,Female,Unintentional injuries,Occupational risks,32798
Deaths,Western Europe,Male,Cardiovascular diseases,Alcohol use,32818
DALYs,Eastern Europe,Female,Sense organ diseases,High body-mass index,32834
DALYs,Eastern Europe,Both,Enteric infections,Child and maternal malnutrition,32835
DALYs,Western Europe,Both,Sense organ diseases,Tobacco,32844
DALYs,World Bank Low Income,Both,Digestive diseases,High body-mass index,32845
DALYs,Western Sub-Saharan Africa,Female,Mental disorders,Other environmental risks,32891
DALYs,East Asia,Female,HIV/AIDS,Intimate partner violence,32900
DALYs,East Asia,Both,HIV/AIDS,Intimate partner violence,32900
DALYs,Southern Sub-Saharan Africa,Both,Diabetes and kidney diseases,Low physical activity,32915
DALYs,United Kingdom,Male,Neurological disorders,High fasting plasma glucose,32944
Deaths,Western Sub-Saharan Africa,Male,Cardiovascular diseases,High fasting plasma glucose,32948
DALYs,Southern Sub-Saharan Africa,Female,Cardiovascular diseases,Other environmental risks,32982
Deaths,Southeast Asia,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,32986
DALYs,Southern Sub-Saharan Africa,Female,Cancer,High fasting plasma glucose,33001
DALYs,Tropical Latin America,Male,Mental disorders,Childhood maltreatment,33010
DALYs,High-income North America,Both,Enteric infections,Child and maternal malnutrition,33013
DALYs,East Asia,Male,Other infectious diseases,Child and maternal malnutrition,33040
DALYs,Southeast Asia,Both,Substance use disorders,Childhood maltreatment,33123
Deaths,Western Europe,Female,Diabetes and kidney diseases,High systolic blood pressure,33130
DALYs,Central Asia,Female,Digestive diseases,Drug use,33132
Deaths,North Africa and Middle East,Male,Chronic respiratory diseases,Tobacco,33148
Deaths,Western Europe,Female,Chronic respiratory diseases,Tobacco,33237
DALYs,Eastern Europe,Female,Sexually transmitted infections excluding HIV,Unsafe sex,33239
DALYs,Australasia,Male,Unintentional injuries,Low bone mineral density,33263
DALYs,High-income North America,Female,Substance use disorders,Childhood maltreatment,33264
Deaths,Western Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,Tobacco,33271
DALYs,Tropical Latin America,Female,Maternal disorders,Child and maternal malnutrition,33309
DALYs,Tropical Latin America,Both,Maternal disorders,Child and maternal malnutrition,33309
Deaths,Southeast Asia,Female,Respiratory infections and tuberculosis,Air pollution,33332
DALYs,Caribbean,Male,Chronic respiratory diseases,Air pollution,33351
DALYs,Oceania,Male,Respiratory infections and tuberculosis,Alcohol use,33384
DALYs,Greece,Both,Musculoskeletal disorders,Occupational risks,33407
Deaths,East Asia,Male,Transport injuries,Occupational risks,33423
DALYs,Oceania,Male,Cardiovascular diseases,Low physical activity,33464
DALYs,Caribbean,Female,Substance use disorders,Drug use,33466
DALYs,High-income Asia Pacific,Female,Cardiovascular diseases,Other environmental risks,33573
Deaths,World Bank Low Income,Female,Cancer,Unsafe sex,33591
Deaths,World Bank Low Income,Both,Cancer,Unsafe sex,33591
DALYs,Southeast Asia,Female,Cancer,Low physical activity,33595
Deaths,United Kingdom,Female,Cardiovascular diseases,Dietary risks,33612
DALYs,Caribbean,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",33620
Deaths,Southern Latin America,Both,Cardiovascular diseases,High fasting plasma glucose,33652
Deaths,Southeast Asia,Male,Respiratory infections and tuberculosis,Alcohol use,33692
Deaths,World Bank Lower Middle Income,Male,Neurological disorders,Tobacco,33721
Deaths,Global,Male,Self-harm,Drug use,33728
Deaths,World Bank Upper Middle Income,Male,Substance use disorders,Drug use,33734
DALYs,Eastern Europe,Male,Mental disorders,Childhood maltreatment,33745
DALYs,Central Sub-Saharan Africa,Both,Interpersonal violence,Alcohol use,33753
DALYs,Eastern Europe,Female,Diabetes and kidney diseases,Low physical activity,33760
DALYs,Andean Latin America,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",33765
Deaths,World Bank Lower Middle Income,Male,Cancer,High fasting plasma glucose,33783
Deaths,World Bank Upper Middle Income,Male,Neurological disorders,High body-mass index,33837
DALYs,Central Asia,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,33851
DALYs,United Kingdom,Both,Cancer,Other environmental risks,33860
Deaths,South Asia,Both,Chronic respiratory diseases,High body-mass index,33893
DALYs,Western Europe,Both,Sense organ diseases,High fasting plasma glucose,33915
DALYs,Tropical Latin America,Both,Cancer,Low physical activity,33942
Deaths,Western Europe,Female,Cancer,Alcohol use,33947
Deaths,Central Sub-Saharan Africa,Male,Cardiovascular diseases,High systolic blood pressure,33972
Deaths,Western Sub-Saharan Africa,Female,Cardiovascular diseases,High body-mass index,33995
DALYs,High-income Asia Pacific,Both,Digestive diseases,Tobacco,34033
DALYs,Andean Latin America,Female,Cardiovascular diseases,Impaired kidney function,34094
DALYs,North Africa and Middle East,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,34095
DALYs,Western Europe,Both,Diabetes and kidney diseases,Other environmental risks,34108
DALYs,Caribbean,Both,Unintentional injuries,Low bone mineral density,34125
Deaths,Southern Latin America,Both,Cardiovascular diseases,High LDL cholesterol,34154
DALYs,Central Sub-Saharan Africa,Female,Chronic respiratory diseases,Tobacco,34158
Deaths,World Bank Low Income,Both,Other infectious diseases,Child and maternal malnutrition,34216
Deaths,Western Europe,Both,Digestive diseases,Alcohol use,34243
DALYs,Western Sub-Saharan Africa,Both,Cancer,Occupational risks,34266
DALYs,East Asia,Female,Interpersonal violence,Alcohol use,34274
DALYs,Eastern Sub-Saharan Africa,Male,Substance use disorders,Childhood maltreatment,34343
DALYs,Caribbean,Both,Chronic respiratory diseases,High body-mass index,34375
Deaths,Global,Both,Digestive diseases,High body-mass index,34414
Deaths,North Africa and Middle East,Female,Diabetes and kidney diseases,Impaired kidney function,34444
DALYs,Eastern Europe,Female,Cancer,Drug use,34455
DALYs,Central Europe,Male,Digestive diseases,Tobacco,34458
DALYs,Central Sub-Saharan Africa,Male,Unintentional injuries,Alcohol use,34516
DALYs,Central Europe,Both,Mental disorders,Childhood maltreatment,34516
Deaths,World Bank High Income,Male,Substance use disorders,Alcohol use,34517
DALYs,Central Asia,Both,Cancer,Drug use,34541
Deaths,World Bank Upper Middle Income,Female,Neurological disorders,Tobacco,34543
Deaths,World Bank High Income,Female,Cardiovascular diseases,Other environmental risks,34557
Deaths,East Asia,Both,Digestive diseases,Alcohol use,34566
DALYs,Oceania,Female,HIV/AIDS,Unsafe sex,34597
DALYs,Eastern Sub-Saharan Africa,Both,Neurological disorders,Tobacco,34629
DALYs,Central Latin America,Male,Chronic respiratory diseases,High body-mass index,34633
Deaths,High-income Asia Pacific,Female,Cardiovascular diseases,High fasting plasma glucose,34643
Deaths,High-income Asia Pacific,Both,Cardiovascular diseases,Low physical activity,34666
Deaths,World Bank Upper Middle Income,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,34680
Deaths,South Asia,Male,Diabetes and kidney diseases,Air pollution,34716
DALYs,Andean Latin America,Female,Digestive diseases,Alcohol use,34725
Deaths,Global,Female,Cancer,Drug use,34727
Deaths,World Bank Upper Middle Income,Male,Unintentional injuries,Alcohol use,34825
Deaths,Eastern Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,Tobacco,34834
DALYs,South Asia,Female,Digestive diseases,High body-mass index,34865
Deaths,Eastern Sub-Saharan Africa,Female,Enteric infections,Child and maternal malnutrition,34916
DALYs,High-income North America,Male,Diabetes and kidney diseases,Alcohol use,34919
DALYs,Australasia,Both,Unintentional injuries,Occupational risks,34931
Deaths,South Asia,Male,Self-harm,Alcohol use,34942
Deaths,Western Sub-Saharan Africa,Female,Cardiovascular diseases,High fasting plasma glucose,34989
Deaths,Tropical Latin America,Male,Cancer,Tobacco,34997
Deaths,Southern Latin America,Male,Cardiovascular diseases,Dietary risks,34999
Deaths,Western Sub-Saharan Africa,Male,Respiratory infections and tuberculosis,Alcohol use,35027
DALYs,Western Sub-Saharan Africa,Both,Diabetes and kidney diseases,Other environmental risks,35035
Deaths,Central Latin America,Female,Cardiovascular diseases,High fasting plasma glucose,35051
DALYs,Southern Latin America,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,35094
Deaths,High-income North America,Male,Cardiovascular diseases,Low physical activity,35099
DALYs,World Bank Low Income,Female,Self-harm,Alcohol use,35122
DALYs,High-income Asia Pacific,Both,Unintentional injuries,Tobacco,35140
Deaths,Global,Male,Diabetes and kidney diseases,Other environmental risks,35162
DALYs,Tropical Latin America,Both,Diabetes and kidney diseases,Other environmental risks,35199
Deaths,Southeast Asia,Male,Respiratory infections and tuberculosis,Air pollution,35222
DALYs,Australasia,Male,Musculoskeletal disorders,High body-mass index,35223
DALYs,Central Asia,Female,Cancer,High fasting plasma glucose,35240
DALYs,United Kingdom,Female,Chronic respiratory diseases,Occupational risks,35275
DALYs,Southern Latin America,Both,Cancer,Air pollution,35334
DALYs,Central Sub-Saharan Africa,Male,Sense organ diseases,Occupational risks,35357
Deaths,Western Europe,Male,Cancer,High body-mass index,35365
DALYs,Oceania,Both,Self-harm,Alcohol use,35368
DALYs,Australasia,Female,Musculoskeletal disorders,Occupational risks,35390
Deaths,Southeast Asia,Female,Neonatal disorders,Child and maternal malnutrition,35391
DALYs,World Bank Low Income,Female,Interpersonal violence,Alcohol use,35418
Deaths,Southeast Asia,Male,Cancer,Alcohol use,35427
DALYs,Greece,Male,Cardiovascular diseases,Air pollution,35453
DALYs,Greece,Male,Diabetes and kidney diseases,High body-mass index,35460
DALYs,Tropical Latin America,Female,Cardiovascular diseases,Alcohol use,35470
DALYs,Andean Latin America,Male,Unintentional injuries,Occupational risks,35472
DALYs,Andean Latin America,Male,Enteric infections,Child and maternal malnutrition,35520
DALYs,South Asia,Female,Other non-communicable diseases,Child and maternal malnutrition,35533
Deaths,Central Latin America,Both,Cardiovascular diseases,Impaired kidney function,35543
DALYs,Andean Latin America,Female,Cancer,Dietary risks,35545
